Inicializacao;18;11;2023;8;0;0;PM
Parar;18;11;2023;8;0;2;PM
Parar;18;11;2023;8;0;4;PM
Parar;18;11;2023;8;0;5;PM
Parar;18;11;2023;8;0;7;PM
Parar;18;11;2023;8;0;9;PM
Parar;18;11;2023;8;0;11;PM
Parar;18;11;2023;8;0;13;PM
Parar;18;11;2023;8;0;15;PM
Parar;18;11;2023;8;0;17;PM
Parar;18;11;2023;8;0;19;PM
Parar;18;11;2023;8;0;21;PM
Parar;18;11;2023;8;0;22;PM
Parar;18;11;2023;8;0;24;PM
Parar;18;11;2023;8;0;26;PM
Parar;18;11;2023;8;0;28;PM
Parar;18;11;2023;8;0;30;PM
Parar;18;11;2023;8;0;32;PM
Parar;18;11;2023;8;0;34;PM
Parar;18;11;2023;8;0;36;PM
Parar;18;11;2023;8;0;38;PM
Parar;18;11;2023;8;0;39;PM
Parar;18;11;2023;8;0;41;PM
Parar;18;11;2023;8;0;43;PM
Parar;18;11;2023;8;0;45;PM
Parar;18;11;2023;8;0;47;PM
Parar;18;11;2023;8;0;49;PM
Parar;18;11;2023;8;0;51;PM
Parar;18;11;2023;8;0;53;PM
Parar;18;11;2023;8;0;55;PM
Parar;18;11;2023;8;0;56;PM
Parar;18;11;2023;8;0;58;PM
Parar;18;11;2023;8;1;0;PM
Parar;18;11;2023;8;1;2;PM
Parar;18;11;2023;8;1;4;PM
Parar;18;11;2023;8;1;6;PM
Parar;18;11;2023;8;1;8;PM
Parar;18;11;2023;8;1;10;PM
Parar;18;11;2023;8;1;12;PM
Parar;18;11;2023;8;1;13;PM
Parar;18;11;2023;8;1;15;PM
Parar;18;11;2023;8;1;17;PM
Parar;18;11;2023;8;1;19;PM
Parar;18;11;2023;8;1;21;PM
Parar;18;11;2023;8;1;23;PM
Parar;18;11;2023;8;1;25;PM
Parar;18;11;2023;8;1;27;PM
Parar;18;11;2023;8;1;28;PM
Parar;18;11;2023;8;1;30;PM
Parar;18;11;2023;8;1;32;PM
Parar;18;11;2023;8;1;34;PM
Parar;18;11;2023;8;1;36;PM
Parar;18;11;2023;8;1;38;PM
Parar;18;11;2023;8;1;40;PM
Parar;18;11;2023;8;1;42;PM
Parar;18;11;2023;8;1;44;PM
Parar;18;11;2023;8;1;45;PM
Parar;18;11;2023;8;1;47;PM
Parar;18;11;2023;8;1;49;PM
Parar;18;11;2023;8;1;51;PM
Parar;18;11;2023;8;1;53;PM
Parar;18;11;2023;8;1;55;PM
Parar;18;11;2023;8;1;57;PM
Parar;18;11;2023;8;1;59;PM
Parar;18;11;2023;8;2;1;PM
Parar;18;11;2023;8;2;2;PM
Parar;18;11;2023;8;2;4;PM
Parar;18;11;2023;8;2;6;PM
Parar;18;11;2023;8;2;8;PM
Parar;18;11;2023;8;2;10;PM
Parar;18;11;2023;8;2;12;PM
Parar;18;11;2023;8;2;14;PM
Parar;18;11;2023;8;2;16;PM
Parar;18;11;2023;8;2;18;PM
Parar;18;11;2023;8;2;19;PM
Parar;18;11;2023;8;2;21;PM
Parar;18;11;2023;8;2;23;PM
Parar;18;11;2023;8;2;25;PM
Parar;18;11;2023;8;2;27;PM
Parar;18;11;2023;8;2;29;PM
Parar;18;11;2023;8;2;31;PM
Parar;18;11;2023;8;2;33;PM
Parar;18;11;2023;8;2;35;PM
Parar;18;11;2023;8;2;36;PM
Parar;18;11;2023;8;2;38;PM
Parar;18;11;2023;8;2;40;PM
Parar;18;11;2023;8;2;42;PM
Parar;18;11;2023;8;2;44;PM
Parar;18;11;2023;8;2;46;PM
Parar;18;11;2023;8;2;48;PM
Parar;18;11;2023;8;2;50;PM
